link,date,date_num,year,month,day,state,city,venue_name,venue_full,run_index,show_index,show_in_run,year_index,venue,is_radio,show_notes,n_songs,is_soundcheck,is_opening_act,weekday,is_fut
http://everydaycompanion.com/setlists/19860512a.asp,1986-05-12,19860512,1986,5,12,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",14,19,1,19,"Uptown Lounge, Athens, GA",0,,12,0,0,Monday,0
http://everydaycompanion.com/setlists/19860519a.asp,1986-05-19,19860519,1986,5,19,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",15,20,1,20,"Uptown Lounge, Athens, GA",0,,0,0,0,Monday,0
http://everydaycompanion.com/setlists/19860520a.asp,1986-05-20,19860520,1986,5,20,GA,ATHENS,TATE STUDENT CENTER PLAZA,"TATE STUDENT CENTER PLAZA, ATHENS, GA",15,21,2,21,"Tate Student Center Plaza, Athens, GA",0,,0,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19860526a.asp,1986-05-26,19860526,1986,5,26,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",16,22,1,22,"Uptown Lounge, Athens, GA",0,,12,0,0,Monday,0
http://everydaycompanion.com/setlists/19860603a.asp,1986-06-03,19860603,1986,6,3,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",17,23,1,23,"Uptown Lounge, Athens, GA",0,,0,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19860616a.asp,1986-06-16,19860616,1986,6,16,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",18,24,1,24,"Uptown Lounge, Athens, GA",0,,20,0,0,Monday,0
http://everydaycompanion.com/setlists/19860623a.asp,1986-06-23,19860623,1986,6,23,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",19,25,1,25,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],10,0,0,Monday,0
http://everydaycompanion.com/setlists/19860626a.asp,1986-06-26,19860626,1986,6,26,GA,ATHENS,HARRY'S,"HARRY'S, ATHENS, GA",20,26,1,26,"Harry's, Athens, GA",0,,0,0,0,Thursday,0
http://everydaycompanion.com/setlists/19860630a.asp,1986-06-30,19860630,1986,6,30,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",21,27,1,27,"Uptown Lounge, Athens, GA",0,,0,0,0,Monday,0
http://everydaycompanion.com/setlists/19860708a.asp,1986-07-08,19860708,1986,7,8,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",22,29,1,29,"Uptown Lounge, Athens, GA",0,['Last Dance' rap by JB during 'Dirty Business'],16,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19860714a.asp,1986-07-14,19860714,1986,7,14,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",23,30,1,30,"Uptown Lounge, Athens, GA",0,,18,0,0,Monday,0
http://everydaycompanion.com/setlists/19860718a.asp,1986-07-18,19860718,1986,7,18,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",24,31,1,31,"Uptown Lounge, Athens, GA",0,['Domino' rap by JB during 'No Sugar Tonight/New Mother Nature'],11,0,0,Friday,0
http://everydaycompanion.com/setlists/19860721a.asp,1986-07-21,19860721,1986,7,21,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",25,32,1,32,"Uptown Lounge, Athens, GA",0,,14,0,0,Monday,0
http://everydaycompanion.com/setlists/19860728a.asp,1986-07-28,19860728,1986,7,28,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",26,33,1,33,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],15,0,0,Monday,0
http://everydaycompanion.com/setlists/19860730a.asp,1986-07-30,19860730,1986,7,30,SC,HILTON HEAD,OLD POST OFFICE,"OLD POST OFFICE, HILTON HEAD, SC",27,34,1,34,"Old Post Office, Hilton Head, SC",0,,10,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19860804a.asp,1986-08-04,19860804,1986,8,4,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",28,35,1,35,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],13,0,0,Monday,0
http://everydaycompanion.com/setlists/19860807a.asp,1986-08-07,19860807,1986,8,7,SC,HILTON HEAD,OLD POST OFFICE,"OLD POST OFFICE, HILTON HEAD, SC",29,36,1,36,"Old Post Office, Hilton Head, SC",0,,14,0,0,Thursday,0
http://everydaycompanion.com/setlists/19860811a.asp,1986-08-11,19860811,1986,8,11,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",30,37,1,37,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],9,0,0,Monday,0
http://everydaycompanion.com/setlists/19860814a.asp,1986-08-14,19860814,1986,8,14,GA,ATHENS,HARRY'S,"HARRY'S, ATHENS, GA",31,38,1,38,"Harry's, Athens, GA",0,,0,0,0,Thursday,0
http://everydaycompanion.com/setlists/19860815a.asp,1986-08-15,19860815,1986,8,15,GA,ATHENS,HARRY'S,"HARRY'S, ATHENS, GA",31,39,2,39,"Harry's, Athens, GA",0,[Setlist Incomplete],8,0,0,Friday,0
http://everydaycompanion.com/setlists/19860818a.asp,1986-08-18,19860818,1986,8,18,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",32,40,1,40,"Uptown Lounge, Athens, GA",0,,15,0,0,Monday,0
http://everydaycompanion.com/setlists/19860908a.asp,1986-09-08,19860908,1986,9,8,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",33,41,1,41,"Uptown Lounge, Athens, GA",0,,7,0,0,Monday,0
http://everydaycompanion.com/setlists/19860915a.asp,1986-09-15,19860915,1986,9,15,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",34,42,1,42,"Uptown Lounge, Athens, GA",0,,15,0,0,Monday,0
http://everydaycompanion.com/setlists/19860929a.asp,1986-09-29,19860929,1986,9,29,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",35,43,1,43,"Uptown Lounge, Athens, GA",0,,0,0,0,Monday,0
http://everydaycompanion.com/setlists/19861006a.asp,1986-10-06,19861006,1986,10,6,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",36,44,1,44,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],17,0,0,Monday,0
http://everydaycompanion.com/setlists/19861008a.asp,1986-10-08,19861008,1986,10,8,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",37,45,1,45,"Uptown Lounge, Athens, GA",0,,0,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19861011a.asp,1986-10-11,19861011,1986,10,11,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",38,46,1,46,"Uptown Lounge, Athens, GA",0,,6,0,0,Saturday,0
http://everydaycompanion.com/setlists/19861017a.asp,1986-10-17,19861017,1986,10,17,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",39,47,1,47,"Uptown Lounge, Athens, GA",0,,20,0,0,Friday,0
http://everydaycompanion.com/setlists/19861020a.asp,1986-10-20,19861020,1986,10,20,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",40,48,1,48,"Uptown Lounge, Athens, GA",0,,17,0,0,Monday,0
http://everydaycompanion.com/setlists/19861023a.asp,1986-10-23,19861023,1986,10,23,GA,ATHENS,GARRIE VEREEN'S HOUSE,"GARRIE VEREEN'S HOUSE, ATHENS, GA",41,49,1,49,"Garrie Vereen's House, Athens, GA",0,[Setlist Incomplete; Private party],1,0,0,Thursday,0
http://everydaycompanion.com/setlists/19861027a.asp,1986-10-27,19861027,1986,10,27,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",42,50,1,50,"Uptown Lounge, Athens, GA",0,,11,0,0,Monday,0
http://everydaycompanion.com/setlists/19861103a.asp,1986-11-03,19861103,1986,11,3,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",43,51,1,51,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],11,0,0,Monday,0
http://everydaycompanion.com/setlists/19861108a.asp,1986-11-08,19861108,1986,11,8,GA,ATHENS,40 WATT CLUB,"40 WATT CLUB, ATHENS, GA",44,52,1,52,"40 Watt Club, Athens, GA",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19861110a.asp,1986-11-10,19861110,1986,11,10,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",45,53,1,53,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],3,0,0,Monday,0
http://everydaycompanion.com/setlists/19861117a.asp,1986-11-17,19861117,1986,11,17,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",46,54,1,54,"Uptown Lounge, Athens, GA",0,,15,0,0,Monday,0
http://everydaycompanion.com/setlists/19861124a.asp,1986-11-24,19861124,1986,11,24,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",47,55,1,55,"Uptown Lounge, Athens, GA",0,,11,0,0,Monday,0
http://everydaycompanion.com/setlists/19861201a.asp,1986-12-01,19861201,1986,12,1,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",48,56,1,56,"Uptown Lounge, Athens, GA",0,,13,0,0,Monday,0
http://everydaycompanion.com/setlists/19861205a.asp,1986-12-05,19861205,1986,12,5,GA,ATHENS,TK HARTY'S,"TK HARTY'S, ATHENS, GA",49,57,1,57,"TK Harty's, Athens, GA",0,,12,0,0,Friday,0
http://everydaycompanion.com/setlists/19861212a.asp,1986-12-12,19861212,1986,12,12,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",50,58,1,58,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete; Setlist may not have occured in this order],18,0,0,Friday,0
http://everydaycompanion.com/setlists/19870103a.asp,1987-01-03,19870103,1987,1,3,GA,MACON,THE ROOKERY,"THE ROOKERY, MACON, GA",51,61,1,3,"The Rookery, Macon, GA",0,,25,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870105a.asp,1987-01-05,19870105,1987,1,5,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",52,62,1,4,"Uptown Lounge, Athens, GA",0,,20,0,0,Monday,0
http://everydaycompanion.com/setlists/19870112a.asp,1987-01-12,19870112,1987,1,12,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",53,63,1,5,"Uptown Lounge, Athens, GA",0,,16,0,0,Monday,0
http://everydaycompanion.com/setlists/19870119a.asp,1987-01-19,19870119,1987,1,19,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",54,64,1,6,"Uptown Lounge, Athens, GA",0,,0,0,0,Monday,0
http://everydaycompanion.com/setlists/19870124a.asp,1987-01-24,19870124,1987,1,24,GA,ATHENS,TK HARTY'S,"TK HARTY'S, ATHENS, GA",55,65,1,7,"TK Harty's, Athens, GA",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870126a.asp,1987-01-26,19870126,1987,1,26,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",56,66,1,8,"Uptown Lounge, Athens, GA",0,,0,0,0,Monday,0
http://everydaycompanion.com/setlists/19870202a.asp,1987-02-02,19870202,1987,2,2,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",57,67,1,9,"Uptown Lounge, Athens, GA",0,,20,0,0,Monday,0
http://everydaycompanion.com/setlists/19870209a.asp,1987-02-09,19870209,1987,2,9,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",58,68,1,10,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],14,0,0,Monday,0
http://everydaycompanion.com/setlists/19870214a.asp,1987-02-14,19870214,1987,2,14,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",59,69,1,11,"Uptown Lounge, Athens, GA",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870216a.asp,1987-02-16,19870216,1987,2,16,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",60,70,1,12,"Uptown Lounge, Athens, GA",0,,15,0,0,Monday,0
http://everydaycompanion.com/setlists/19870221a.asp,1987-02-21,19870221,1987,2,21,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",61,71,1,13,"Uptown Lounge, Athens, GA",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870224a.asp,1987-02-24,19870224,1987,2,24,AL,TUSCALOOSA,THE CHUKKER,"THE CHUKKER, TUSCALOOSA, AL",62,72,1,14,"The Chukker, Tuscaloosa, AL",0,,15,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19870226a.asp,1987-02-26,19870226,1987,2,26,GA,ATLANTA,HARVEST MOON SALOON,"HARVEST MOON SALOON, ATLANTA, GA",63,73,1,15,"Harvest Moon Saloon, Atlanta, GA",0,[Setlist Incomplete],13,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870227a.asp,1987-02-27,19870227,1987,2,27,GA,ATLANTA,HARVEST MOON SALOON,"HARVEST MOON SALOON, ATLANTA, GA",63,74,2,16,"Harvest Moon Saloon, Atlanta, GA",0,,13,0,0,Friday,0
http://everydaycompanion.com/setlists/19870302a.asp,1987-03-02,19870302,1987,3,2,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",64,75,1,17,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],17,0,0,Monday,0
http://everydaycompanion.com/setlists/19870316a.asp,1987-03-16,19870316,1987,3,16,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",65,76,1,18,"Uptown Lounge, Athens, GA",0,[Setlist Incomplete],16,0,0,Monday,0
http://everydaycompanion.com/setlists/19870320a.asp,1987-03-20,19870320,1987,3,20,GA,MACON,THE ROOKERY,"THE ROOKERY, MACON, GA",66,77,1,19,"The Rookery, Macon, GA",0,,0,0,0,Friday,0
http://everydaycompanion.com/setlists/19870321a.asp,1987-03-21,19870321,1987,3,21,GA,MACON,O'NEILLY'S PUB,"O'NEILLY'S PUB, MACON, GA",66,78,2,20,"O'Neilly's Pub, Macon, GA",0,[Setlist Incomplete; Played in a parking lot],18,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870330a.asp,1987-03-30,19870330,1987,3,30,VA,RICHMOND,NEW HORIZONS,"NEW HORIZONS, RICHMOND, VA",67,79,1,21,"New Horizons, Richmond, VA",0,,14,0,0,Monday,0
http://everydaycompanion.com/setlists/19870408a.asp,1987-04-08,19870408,1987,4,8,AL,MOBILE,THIRSTIES,"THIRSTIES, MOBILE, AL",68,80,1,22,"Thirsties, Mobile, AL",0,,0,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19870409a.asp,1987-04-09,19870409,1987,4,9,AL,BIRMINGHAM,THE NICK,"THE NICK, BIRMINGHAM, AL",68,81,2,23,"The Nick, Birmingham, AL",0,,23,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870411a.asp,1987-04-11,19870411,1987,4,11,TN,NASHVILLE,ELLISON SQUARE,"ELLISON SQUARE, NASHVILLE, TN",69,82,1,24,"Ellison Square, Nashville, TN",0,[Setlist Incomplete],14,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870417a.asp,1987-04-17,19870417,1987,4,17,SC,HODGES,JACKSON STATION,"JACKSON STATION, HODGES, SC",70,83,1,25,"Jackson Station, Hodges, SC",0,,0,0,0,Friday,0
http://everydaycompanion.com/setlists/19870420a.asp,1987-04-20,19870420,1987,4,20,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",71,84,1,26,"Uptown Lounge, Athens, GA",0,,16,0,0,Monday,0
http://everydaycompanion.com/setlists/19870422a.asp,1987-04-22,19870422,1987,4,22,SC,GREENVILLE,STUDIO B,"STUDIO B, GREENVILLE, SC",72,85,1,27,"Studio B, Greenville, SC",0,,0,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19870423a.asp,1987-04-23,19870423,1987,4,23,SC,CLEMSON,SPANISH MOON,"SPANISH MOON, CLEMSON, SC",72,86,2,28,"Spanish Moon, Clemson, SC",0,,28,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870424a.asp,1987-04-24,19870424,1987,4,24,SC,CLEMSON,SPANISH MOON,"SPANISH MOON, CLEMSON, SC",72,87,3,29,"Spanish Moon, Clemson, SC",0,[Setlist Incomplete],21,0,0,Friday,0
http://everydaycompanion.com/setlists/19870425a.asp,1987-04-25,19870425,1987,4,25,GA,ATHENS,TK HARTY'S,"TK HARTY'S, ATHENS, GA",72,88,4,30,"TK Harty's, Athens, GA",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870430a.asp,1987-04-30,19870430,1987,4,30,GA,AUGUSTA,RED LION PUB,"RED LION PUB, AUGUSTA, GA",73,89,1,31,"Red Lion Pub, Augusta, GA",0,,0,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870501a.asp,1987-05-01,19870501,1987,5,1,GA,AUGUSTA,RED LION PUB,"RED LION PUB, AUGUSTA, GA",73,90,2,32,"Red Lion Pub, Augusta, GA",0,,0,0,0,Friday,0
http://everydaycompanion.com/setlists/19870502a.asp,1987-05-02,19870502,1987,5,2,GA,ATHENS,"HUMAN RIGHTS FESTIVAL, COLLEGE SQUARE","HUMAN RIGHTS FESTIVAL, COLLEGE SQUARE, ATHENS, GA",73,91,3,33,"Human Rights Festival, College Square, Athens, GA",0,,8,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870508a.asp,1987-05-08,19870508,1987,5,8,GA,ROME,SHANNONS,"SHANNONS, ROME, GA",74,92,1,34,"Shannons, Rome, GA",0,,0,0,0,Friday,0
http://everydaycompanion.com/setlists/19870509a.asp,1987-05-09,19870509,1987,5,9,TN,SEWANEE,"PHI DELTA THETA HOUSE, UNIVERSITY OF THE SOUTH","PHI DELTA THETA HOUSE, UNIVERSITY OF THE SOUTH, SEWANEE, TN",74,93,2,35,"Phi Delta Theta House, University of the South, Sewanee, TN",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870510a.asp,1987-05-10,19870510,1987,5,10,SC,GREENVILLE,THE BOARDWALK,"THE BOARDWALK, GREENVILLE, SC",74,94,3,36,"The Boardwalk, Greenville, SC",0,,0,0,0,Sunday,0
http://everydaycompanion.com/setlists/19870513a.asp,1987-05-13,19870513,1987,5,13,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",75,95,1,37,"Uptown Lounge, Athens, GA",0,,21,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19870518a.asp,1987-05-18,19870518,1987,5,18,VA,RICHMOND,NEW HORIZONS,"NEW HORIZONS, RICHMOND, VA",76,96,1,38,"New Horizons, Richmond, VA",0,,0,0,0,Monday,0
http://everydaycompanion.com/setlists/19870519a.asp,1987-05-19,19870519,1987,5,19,VA,CHARLOTTESVILLE,C&O CLUB,"C&O CLUB, CHARLOTTESVILLE, VA",76,97,2,39,"C&O Club, Charlottesville, VA",0,[Setlist Incomplete],1,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19870520a.asp,1987-05-20,19870520,1987,5,20,NC,GREENVILLE,NEW DELI,"NEW DELI, GREENVILLE, NC",76,98,3,40,"New Deli, Greenville, NC",0,,19,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19870521a.asp,1987-05-21,19870521,1987,5,21,GA,ATHENS,HARRY'S,"HARRY'S, ATHENS, GA",76,99,4,41,"Harry's, Athens, GA",0,,0,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870522a.asp,1987-05-22,19870522,1987,5,22,SC,CLEMSON,SPANISH MOON,"SPANISH MOON, CLEMSON, SC",76,100,5,42,"Spanish Moon, Clemson, SC",0,,0,0,0,Friday,0
http://everydaycompanion.com/setlists/19870523a.asp,1987-05-23,19870523,1987,5,23,SC,CLEMSON,SPANISH MOON,"SPANISH MOON, CLEMSON, SC",76,101,6,43,"Spanish Moon, Clemson, SC",0,,0,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870524a.asp,1987-05-24,19870524,1987,5,24,GA,ATHENS,"PHI DELTA THETA HOUSE, UNIVERSITY OF GEORGIA","PHI DELTA THETA HOUSE, UNIVERSITY OF GEORGIA, ATHENS, GA",76,102,7,44,"Phi Delta Theta House, University of Georgia, Athens, GA",0,[Setlist Incomplete; Actual position of songs in show unknown; L.V. Friendly Benefit],2,0,0,Sunday,0
http://everydaycompanion.com/setlists/19870527a.asp,1987-05-27,19870527,1987,5,27,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",77,103,1,45,"Uptown Lounge, Athens, GA",0,,0,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19870528a.asp,1987-05-28,19870528,1987,5,28,GA,ATLANTA,LITTLE FIVE POINTS PUB,"LITTLE FIVE POINTS PUB, ATLANTA, GA",77,104,2,46,"Little Five Points Pub, Atlanta, GA",0,,0,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870601a.asp,1987-06-01,19870601,1987,6,1,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",78,105,1,47,"Uptown Lounge, Athens, GA",0,,16,0,0,Monday,0
http://everydaycompanion.com/setlists/19870606a.asp,1987-06-06,19870606,1987,6,6,VA,CHARLOTTESVILLE,THE MINESHAFT,"THE MINESHAFT, CHARLOTTESVILLE, VA",79,106,1,48,"The Mineshaft, Charlottesville, VA",0,[Setlist Incomplete],18,0,0,Saturday,0
http://everydaycompanion.com/setlists/19870609a.asp,1987-06-09,19870609,1987,6,9,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",80,107,1,49,"Uptown Lounge, Athens, GA",0,,0,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19870610a.asp,1987-06-10,19870610,1987,6,10,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",80,108,2,50,"Uptown Lounge, Athens, GA",0,,0,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19870611a.asp,1987-06-11,19870611,1987,6,11,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",80,109,3,51,"Uptown Lounge, Athens, GA",0,,10,0,0,Thursday,0
http://everydaycompanion.com/setlists/19870617a.asp,1987-06-17,19870617,1987,6,17,GA,ATHENS,UPTOWN LOUNGE,"UPTOWN LOUNGE, ATHENS, GA",81,110,1,52,"Uptown Lounge, Athens, GA",0,,14,0,0,Wednesday,0
